result,answer,code,id,query,img_path,possible_answers
None,trees,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""fence"");return t[0].llm_query(""What is in front of the fence?"",!1)}']",20162446,What is the fence in front of?,/root/Datasets/./images/n202379.jpg,[]
None,driver,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""person"");return t[0].llm_query(""Who is riding?"",!1)}']",201987450,Who is riding?,/root/Datasets/./images/n501951.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""person"");const n=e.find(""goat"");const r=t[0].overlaps_with(n[0]);return bool_to_yesno(r)}']",201576611,Is the person near the goat wearing a hat?,/root/Datasets/./images/n187961.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""blouse"");const n=e.find(""name tag"");return bool_to_yesno(t[0].verify_property(""blouse"",""color"")!==n[0].verify_property(""name tag"",""color""))}']",20982135,Is the blouse different in color than the name tag?,/root/Datasets/./images/n52544.jpg,[]
None,left,"[' function execute_command(image){const e=new ImagePatch(image);const n=e.find(""orange"");return n[0].left<e.width/2?""left"":""right""}']",201479126,On which side of the picture is the orange?,/root/Datasets/./images/n181210.jpg,[]
None,yes,"[' function execute_command(n){const e=new ImagePatch(n);const t=e.find(""van"");const o=e.find(""car"");return bool_to_yesno(t[0].left<o[0].left&&t[0].verify_property(""large"")&&t[0].verify_property(""blue""))}']",201346500,Is the van to the left of the car large and blue?,/root/Datasets/./images/n131634.jpg,[]
None,street,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""kid"");return t[0].llm_query(""Where is the kid?"",!1)}']",201576614,Where is the kid?,/root/Datasets/./images/n187961.jpg,[]
None,white,"[' function execute_command(image){const e=new ImagePatch(image),n=e.find(""vehicle"");return n[0].llm_query(""What is the color of the vehicle?"",!1)}']",201590244,What color is the vehicle on the field?,/root/Datasets/./images/n260762.jpg,[]
None,closet,"[' function execute_command(image){const imagePatch=new ImagePatch(image);const bedPatches=imagePatch.find(""bed"");const bedPatch=bedPatches[0];const bedName=bedPatch.simpleQuery(""What is the name of the bed?"");return bedPatch.llmQuery(`What is the item of furniture that ${bedName} is in front of?`,!1)}']",202023458,What is the item of furniture that the bed is in front of?,/root/Datasets/./images/n95313.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""chicken"");return bool_to_yesno(t[0].verify_property(""chicken"",""standing""))}']",201795290,Is the chicken standing?,/root/Datasets/./images/n119944.jpg,[]
None,light brown,"[' function execute_command(image){const e=new ImagePatch(image);const n=e.find(""wood fence"");return n[0].llm_query(""What is the color of the wood fence?"",!1)}']",202258462,What color is the wood fence?,/root/Datasets/./images/n216553.jpg,[]
None,coffee pot,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""toaster"");const n=t[0].left;const o=e.find(""cooking utensil"");return o.find(patch=>patch.left<n)}']",20317191,What cooking utensil is to the left of the toaster?,/root/Datasets/./images/n350766.jpg,[]
None,coffee pot,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""electric appliance"");const n=t[0].left;const r=e.find(""cooking utensil"");return r.find(o=>o.left<n)}']",20317190,What cooking utensil is to the left of the electric appliance above the drawer?,/root/Datasets/./images/n350766.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""happy man"");return bool_to_yesno(t[0].verify_property(""happy man"",""cap""))}']",20618821,Is the happy man wearing a cap?,/root/Datasets/./images/n126087.jpg,[]
None,white,"[' function execute_command(image){const e=new ImagePatch(image),n=e.find(""hair"");n.sort((a,b)=>a.verify_property(""hair"",""long"")-b.verify_property(""hair"",""long""));return n[0].simple_query(""What is the color of this hair?"")}']",20621988,Which color is the hair that is not long?,/root/Datasets/./images/n210269.jpg,[]
None,short,"[' function execute_command(image){const imagePatch=new ImagePatch(image);const manPatches=imagePatch.find(""man"");const manPatch=manPatches[0];const chairPatches=imagePatch.find(""chair"");const chairPatch=chairPatches[0];return manPatch.distance(chairPatch)}']",201303519,How tall is the chair that the man stands beside of?,/root/Datasets/./images/n518912.jpg,[]
None,trees,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""giraffe"");const n=t[0];const r=n.llm_query(""What is the giraffe that is walking next to?"",!1);return r}']",20679414,What is the giraffe that is walking walking next to?,/root/Datasets/./images/n493357.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const n=e.find(""necklace"");return bool_to_yesno(n[0].verify_property(""necklace"",""thick""))}']",20482152,Does the necklace look thick?,/root/Datasets/./images/n195249.jpg,[]
None,bench,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""male person"");return t[0].simple_query(""What is this?"")}']",201795563,The male person is sitting on what?,/root/Datasets/./images/n119944.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""book"");const n=e.find(""charger"");return bool_to_yesno(t[0].verify_property(""book"",n[0].simple_query(""What is the color?"")))}']",20385226,Does the book have the same color as the charger?,/root/Datasets/./images/n90294.jpg,[]
None,people,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""person"");return t[0].simple_query(""Who is this?"")}']",2062411,Who is standing?,/root/Datasets/./images/n179136.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const n=e.find(""chair"");return bool_to_yesno(n.some(n=>!n.verify_property(""chair"",""white"")))}']",201303510,Are there chairs in this image that are not white?,/root/Datasets/./images/n518912.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""horses"");const n=t[0];const r=n.find(""hair"");const i=r[0];return i.llm_query(""Is the hair long and white?"",!1)}']",20621983,Is the hair on top of the horses long and white?,/root/Datasets/./images/n210269.jpg,[]
None,child,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""bag"");const n=e.find(""elephant"");const o=t[0].right;const i=n[0].right;return e.llm_query(`Who is sitting next to the bag that is to the right of the elephant?`,!1)}']",201795568,Who is sitting next to the bag that is to the right of the elephant?,/root/Datasets/./images/n119944.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""bottle"");const n=e.find(""cup"");return bool_to_yesno(t.length>0||n.length>0)}']",201064665,Is there a bottle or a cup?,/root/Datasets/./images/n88933.jpg,[]
None,donut,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""sign"");const n=t[0].llm_query(""What is the person next to the sign eating?"",!1);return n}']",2012681,What is the person next to the sign eating?,/root/Datasets/./images/n318370.jpg,[]
None,donut,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""bottle"");const n=e.find(""person"");const r=n[0].right;const i=t[0].right;return e.llm_query(`What type of baked good is the person to the right of the bottle eating?`,!0)}']",2012682,What type of baked good is the person to the right of the bottle eating?,/root/Datasets/./images/n318370.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""cabinet"");const n=e.find(""standing people"");const r=e.find(""luggage"");const i=n.filter(n=>n.left<r.left);return i.some(i=>t.some(t=>t.overlaps_with(i.left,i.lower,i.right,i.upper)))}']",20836479,Are there cabinets to the left of the standing people that are standing behind the luggage?,/root/Datasets/./images/n507959.jpg,[]
None,man,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""person"");return t[0].simple_query(""Who is this?"")}']",202179547,Who is standing?,/root/Datasets/./images/n523165.jpg,[]
None,rectangular,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""book"");return t[0].simple_query(""What is the shape?"")}']",202228722,What is the shape of the book?,/root/Datasets/./images/n77818.jpg,[]
None,top,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""gray chair"");t.sort((a,b)=>a.verticalCenter-b.verticalCenter);return bool_to_yesno(t[0].verticalCenter<e.height/2)}']",201879016,Are the gray chairs in the bottom or in the top of the image?,/root/Datasets/./images/n496803.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""woman"");const n=t[0];const r=n.find(""hair"");const i=r[0];return i.llm_query(""Is the hair curly?"",!1)}']",202240764,Does the hair on top of the woman look curly?,/root/Datasets/./images/n162148.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""shelves"");const n=e.find(""utensils"");return bool_to_yesno(t[0].verify_property(""shelves"",n[0].simple_query(""What is the material of the utensils?"")))}']",202005709,Are the shelves made of the same material as the utensils?,/root/Datasets/./images/n97485.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""denim jeans"");return bool_to_yesno(t[0].verify_property(""denim jeans"",""blue"")&&t[0].verify_property(""denim jeans"",""long""))}']",20596426,Are the denim jeans blue and long?,/root/Datasets/./images/n514467.jpg,[]
None,gray,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""house"");const n=t[0];return n.llm_query(""What is the color of the house made of wood?"",!1)}']",20462196,What is the color of the house made of wood?,/root/Datasets/./images/n571179.jpg,[]
None,yes,"[' function execute_command(n){const e=new ImagePatch(n);const t=e.find(""sandwiches"");const o=e.find(""napkin"");const i=t.filter(s=>s.left<o.left&&s.right>o.left&&s.lower<o.lower&&s.upper>o.lower);return i.every(s=>s.verify_property(""sandwiches"",""triangular"")&&s.verify_property(""sandwiches"",""soft""))?bool_to_yesno(true):bool_to_yesno(false)}']",201908851,Are the sandwiches to the left of the napkin triangular and soft?,/root/Datasets/./images/n479092.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);return bool_to_yesno(e.exists(""TV"")||e.exists(""controller""))}']",202004255,Are there TVs or controllers?,/root/Datasets/./images/n262920.jpg,[]
None,yes,"[' function execute_command(e){const t=new ImagePatch(e),n=t.find(""street sign"");return bool_to_yesno(n[0].verify_property(""street sign"",""red""))}']",20655383,Does that street sign look red?,/root/Datasets/./images/n199097.jpg,[]
None,cupcakes,"[' function execute_command(image){const e=new ImagePatch(image);const n=e.find(""dessert"");return n[0].best_text_match([""sprinkled""])}']",202244087,Which kind of dessert is sprinkled?,/root/Datasets/./images/n296467.jpg,[]
None,couch,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""pillow"");return t[0].llm_query(""What kind of furniture is the pillow on?"",!1)}']",201803838,Which kind of furniture is the pillow on?,/root/Datasets/./images/n51002.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""people"");return t.length>0&&t[0].left>e.left}']",20257407,Are there people to the right of the life vest?,/root/Datasets/./images/n441859.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);return bool_to_yesno(e.exists(""glasses"")||e.exists(""tennis balls""))}']",20344942,Are there any glasses or tennis balls?,/root/Datasets/./images/n560243.jpg,[]
None,male,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""life vest"");const n=e.find(""person"");const o=n[0].left;const i=t[0].left;return bool_to_yesno(o>i)}']",20257402,Does the person to the left of the life vest look male or female?,/root/Datasets/./images/n441859.jpg,[]
None,pillow,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""couch"");return t[0].llm_query(""What is on the couch?"",!1)}']",201803833,What do you think is on the couch?,/root/Datasets/./images/n51002.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""shirt"");return bool_to_yesno(t[0].verify_property(""shirt"",""short sleeved"")&&t[0].verify_property(""shirt"",""black""))}']",201480430,Is the shirt short sleeved and black?,/root/Datasets/./images/n39114.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);return bool_to_yesno(e.exists(""engineers"")||e.exists(""police officers""))}']",20978300,Are there engineers or police officers in this picture?,/root/Datasets/./images/n551964.jpg,[]
